Tipo Cinfig. Cassa, Num Cassieri, Giorno, IC Tempo Attesa, IC Slowdown, IC SD Tempo Att, IC Abbandoni, IC Arrivi, Lungh. Fila Tollerata, Costo Mensile
sperimentale_pesante_condivisa, 7, sabato, "[00:01:18; 00:01:22]", "[2.988833; 3.071059]", "[00:00:07; 00:00:27]", "[286.206339; 318.893661]", "[3869.193558; 3919.606442]", 10, -150766.000000
sperimentale_pesante_condivisa, 7, domenica, "[00:01:11; 00:01:15]", "[2.808145; 2.895083]", "[00:00:08; 00:00:32]", "[229.473088; 261.826912]", "[3561.404015; 3620.695985]", 10, -157604.500000
sperimentale_pesante_condivisa, 8, lunedì, "[00:00:32; 00:00:33]", "[1.808511; 1.854226]", "[00:00:02; 00:00:08]", "[50.025670; 65.674330]", "[4084.800716; 4141.399284]", 10, -438062.000000
sperimentale_pesante_condivisa, 8, martedì, "[00:00:27; 00:00:29]", "[1.702460; 1.748303]", "[00:00:02; 00:00:07]", "[26.066612; 37.733388]", "[3934.155351; 3987.744649]", 10, -435374.000000
sperimentale_pesante_condivisa, 8, mercoledì, "[00:00:33; 00:00:35]", "[1.850178; 1.902677]", "[00:00:02; 00:00:10]", "[56.923432; 70.276568]", "[4162.401890; 4220.798110]", 10, -444032.000000
sperimentale_pesante_condivisa, 8, giovedì, "[00:00:32; 00:00:34]", "[1.815980; 1.864159]", "[00:00:02; 00:00:08]", "[48.110854; 61.289146]", "[4144.265548; 4199.434452]", 10, -447002.000000
sperimentale_pesante_condivisa, 8, venerdì, "[00:00:30; 00:00:32]", "[1.777538; 1.824556]", "[00:00:02; 00:00:08]", "[37.973950; 50.026050]", "[4112.035630; 4167.464370]", 10, -449570.000000
sperimentale_pesante_condivisa, 8, sabato, "[00:00:27; 00:00:28]", "[1.679146; 1.725761]", "[00:00:02; 00:00:08]", "[27.583434; 39.216566]", "[3869.193558; 3919.606442]", 10, -426488.000000
sperimentale_pesante_condivisa, 8, domenica, "[00:00:24; 00:00:26]", "[1.623995; 1.675357]", "[00:00:02; 00:00:10]", "[19.986317; 31.313683]", "[3561.404015; 3620.695985]", 10, -394736.000000
sperimentale_pesante_condivisa, 9, lunedì, "[00:00:32; 00:00:33]", "[1.808125; 1.853596]", "[00:00:02; 00:00:08]", "[50.025670; 65.674330]", "[4084.800716; 4141.399284]", 10, -435462.000000
sperimentale_pesante_condivisa, 9, martedì, "[00:00:27; 00:00:29]", "[1.702180; 1.747818]", "[00:00:02; 00:00:07]", "[26.066612; 37.733388]", "[3934.155351; 3987.744649]", 10, -432774.000000
sperimentale_pesante_condivisa, 9, mercoledì, "[00:00:33; 00:00:35]", "[1.849839; 1.902193]", "[00:00:02; 00:00:10]", "[56.923432; 70.276568]", "[4162.401890; 4220.798110]", 10, -441432.000000
sperimentale_pesante_condivisa, 9, giovedì, "[00:00:32; 00:00:34]", "[1.815456; 1.862607]", "[00:00:02; 00:00:07]", "[48.150758; 61.349242]", "[4144.265548; 4199.434452]", 10, -444372.000000
sperimentale_pesante_condivisa, 9, venerdì, "[00:00:30; 00:00:32]", "[1.777114; 1.823818]", "[00:00:02; 00:00:08]", "[37.973950; 50.026050]", "[4112.035630; 4167.464370]", 10, -446970.000000
sperimentale_pesante_condivisa, 9, sabato, "[00:00:26; 00:00:28]", "[1.678653; 1.725437]", "[00:00:02; 00:00:08]", "[27.583434; 39.216566]", "[3869.193558; 3919.606442]", 10, -423888.000000
sperimentale_pesante_condivisa, 9, domenica, "[00:00:24; 00:00:26]", "[1.623667; 1.675038]", "[00:00:02; 00:00:10]", "[19.986317; 31.313683]", "[3561.404015; 3620.695985]", 10, -392136.000000
sperimentale_pesante_condivisa, 10, lunedì, "[00:00:32; 00:00:33]", "[1.807994; 1.853474]", "[00:00:02; 00:00:08]", "[50.025670; 65.674330]", "[4084.800716; 4141.399284]", 10, -432862.000000
sperimentale_pesante_condivisa, 10, martedì, "[00:00:27; 00:00:29]", "[1.701947; 1.747743]", "[00:00:02; 00:00:07]", "[26.066612; 37.733388]", "[3934.155351; 3987.744649]", 10, -430174.000000
sperimentale_pesante_condivisa, 10, mercoledì, "[00:00:33; 00:00:35]", "[1.849785; 1.902123]", "[00:00:02; 00:00:10]", "[56.923432; 70.276568]", "[4162.401890; 4220.798110]", 10, -438832.000000
sperimentale_pesante_condivisa, 10, giovedì, "[00:00:32; 00:00:34]", "[1.815410; 1.862542]", "[00:00:02; 00:00:07]", "[48.150758; 61.349242]", "[4144.265548; 4199.434452]", 10, -441772.000000
sperimentale_pesante_condivisa, 10, venerdì, "[00:00:30; 00:00:32]", "[1.777054; 1.823761]", "[00:00:02; 00:00:08]", "[37.973950; 50.026050]", "[4112.035630; 4167.464370]", 10, -444370.000000
sperimentale_pesante_condivisa, 10, sabato, "[00:00:26; 00:00:28]", "[1.678598; 1.725392]", "[00:00:02; 00:00:08]", "[27.583434; 39.216566]", "[3869.193558; 3919.606442]", 10, -421288.000000
sperimentale_pesante_condivisa, 10, domenica, "[00:00:24; 00:00:26]", "[1.623622; 1.674991]", "[00:00:02; 00:00:10]", "[19.986317; 31.313683]", "[3561.404015; 3620.695985]", 10, -389536.000000
